Latitude,Longitude,Genus,Date.Planted,Diameter.Breast.Height,Useful.Life.Expectancy.Value,Located.in,Year.Planted
-37.81597804,144.9780495,Pittosporum,10/12/1998,14,20,Park,1998
-37.81369474,144.9778827,Ulmus,10/12/1998,154,20,Park,1998
-37.81173747,144.9802453,Melaleuca,14/10/1998,73,30,Park,1998
-37.81232906,144.9827511,Araucaria,16/10/1998,84,60,Park,1998
-37.81544211,144.9787215,Araucaria,10/12/1998,123,60,Park,1998
-37.8115835,144.9815617,Cordyline,15/10/1998,80,20,Park,1998
-37.81367785,144.980895,Cedrus,13/10/1998,85,20,Park,1998
-37.81498984,144.980194,Ulmus,13/10/1998,89,5,Park,1998
-37.8109791,144.9793038,Ulmus,15/10/1998,100,30,Park,1998
-37.81317523,144.9796947,Ulmus,2/01/2000,43,60,Park,1900
-37.81306978,144.9782085,Pittosporum,14/10/1998,73,20,Park,1998
-37.81373645,144.9788846,Liriodendron,13/10/1998,24,60,Park,1998
-37.81429695,144.9787198,Tristaniopsis,10/12/1998,58,30,Park,1998
-37.81587229,144.9756033,Ulmus,10/12/1998,68,10,Park,1998
-37.81350645,144.9761809,Populus,1/01/2000,113,5,Park,1900
-37.81549149,144.9817105,Ulmus,,3,10,Park,NA
-37.81132703,144.9825402,Grevillea,2/01/2000,65,20,Park,1900
-37.81265229,144.9785457,Platanus,14/10/1998,60,20,Park,1998
-37.81325671,144.9772866,Cedrus,14/09/2009,4,80,Park,2009
-37.81510312,144.9801782,Ulmus,13/10/1998,109,5,Park,1998
-37.81550934,144.9788164,Phoenix,10/12/1998,70,60,Park,1998
-37.81501645,144.9811253,Corymbia,20/01/2006,16,80,Park,2006
-37.81239832,144.9775372,Ulmus,16/10/1998,69,20,Park,1998
-37.81462691,144.9764971,Ficus,16/10/1998,96,10,Park,1998
-37.81093759,144.9764562,Platanus,1/01/2000,12,60,Street,1900
-37.81191515,144.9812947,Araucaria,16/10/1998,102,60,Park,1998
-37.81429983,144.9764371,Ulmus,14/09/2009,5,80,Park,2009
-37.81330317,144.9805494,Ulmus,15/10/1998,102,20,Park,1998
-37.8130071,144.9769203,Liriodendron,16/10/1998,34,60,Park,1998
-37.81284586,144.9795275,Platanus,14/10/1998,55,5,Park,1998
-37.81281748,144.979859,Ulmus,14/10/1998,149,5,Park,1998
-37.81378188,144.9745164,Corymbia,20/01/2006,10,80,Park,2006
-37.81348517,144.975892,Corymbia,1/01/2000,16,80,Park,1900
-37.81301166,144.9818808,Agathis,16/10/1998,77,30,Park,1998
-37.81574054,144.9756035,Corymbia,10/12/1998,46,60,Street,1998
-37.81366331,144.9787444,Livistona,13/10/1998,34,60,Park,1998
-37.81606439,144.9787225,Pittosporum,10/12/1998,13,20,Park,1998
-37.8157442,144.9759527,Corymbia,10/12/1998,50,60,Park,1998
-37.81140236,144.9780579,Corymbia,21/11/1997,28,60,Street,1997
-37.81352427,144.9774598,Ulmus,2/01/2000,127,30,Park,1900
-37.81322689,144.9828079,Phoenix,16/10/1998,82,60,Park,1998
-37.81386287,144.9826461,Araucaria,13/10/1998,78,60,Park,1998
-37.81558268,144.98058,Agathis,13/07/2000,19,80,Park,2000
-37.81555975,144.98134,Cedrus,13/10/1998,66,20,Park,1998
-37.81478391,144.9807974,Agathis,20/01/2006,11,80,Park,2006
-37.814429,144.9817,Corymbia,13/10/1998,80,60,Park,1998
-37.81282909,144.977821,Corymbia,21/11/1997,20,60,Street,1997
-37.81229648,144.9788856,Platanus,14/10/1998,63,10,Park,1998
-37.81383604,144.982248,Cedrus,13/10/1998,95,30,Park,1998
-37.81286266,144.9785109,Flindersia,,25,60,Park,NA
-37.81356532,144.9762348,Fraxinus,1/01/2000,59,20,Park,1900
-37.81286357,144.977037,Washingtonia,2/01/2000,59,60,Park,1900
-37.81540893,144.9801435,Ulmus,13/10/1998,105,10,Park,1998
-37.81501466,144.9776604,Ulmus,10/12/1998,111,30,Park,1998
-37.81329301,144.9817865,Quercus,16/10/1998,62,60,Park,1998
-37.81596624,144.9779556,Pittosporum,10/12/1998,16,30,Park,1998
-37.81180629,144.9756098,Platanus,21/11/1997,41,20,Street,1997
-37.81624138,144.9783343,Ulmus,10/12/1998,90,20,Park,1998
-37.81505941,144.9813341,Corymbia,20/01/2006,10,80,Park,2006
-37.81395771,144.975979,Corylopsis,1/01/2000,27,10,Park,1900
-37.8128014,144.9815382,Ulmus,15/10/1998,100,10,Park,1998
-37.81167415,144.9785035,Cedrus,1/01/2000,89,60,Park,2000
-37.81319033,144.9779444,Ficus,14/10/1998,128,30,Park,1998
-37.81561757,144.9826678,Ulmus,25/11/1997,71,20,Street,1997
-37.81272299,144.9780394,Ulmus,14/10/1998,127,20,Park,1998
-37.81605051,144.9769803,Ulmus,10/12/1998,69,10,Park,1998
-37.81207182,144.9766135,Platanus,21/11/1997,30,10,Street,1997
-37.81433654,144.9754113,Ulmus,1/01/2000,115,5,Park,1900
-37.81480824,144.9817329,Agathis,20/01/2006,8,80,Park,2006
-37.81394729,144.9798644,Ulmus,13/10/1998,121,20,Park,1998
-37.81475307,144.9805336,Agathis,,8,80,Park,NA
-37.8140855,144.9745483,Magnolia,1/11/2007,3,60,Park,2007
-37.81604978,144.9787692,Pittosporum,10/12/1998,17,20,Park,1998
-37.81147842,144.9818505,Macadamia,15/10/1998,40,60,Park,1998
-37.81400188,144.9803464,Ulmus,13/10/1998,102,10,Park,1998
-37.81090928,144.9803607,Grevillea,14/10/1998,73,30,Park,1998
-37.81308647,144.9797479,Araucaria,14/10/1998,76,60,Park,1998
-37.81538345,144.9799402,Ulmus,10/12/1998,114,10,Park,1998
-37.81603129,144.976832,Ulmus,10/12/1998,78,5,Park,1998
-37.81521361,144.9765099,Melaleuca,12/12/2006,13,60,Park,2006
-37.81482114,144.9825487,Ulmus,13/10/1998,152,20,Park,1998
-37.81203986,144.9825349,Ulmus,15/10/1998,124,10,Park,1998
-37.81578867,144.9764057,Ulmus,10/12/1998,35,20,Park,1998
-37.81593691,144.9778848,Pittosporum,10/12/1998,11,20,Park,1998
-37.81546699,144.9819535,Ulmus,13/10/1998,103,10,Park,1998
-37.81457105,144.9764246,Cedrus,16/10/1998,67,20,Park,1998
-37.81607561,144.978778,Pittosporum,10/12/1998,20,20,Park,1998
-37.81094292,144.9809136,Ulmus,14/10/1998,93,10,Park,1998
-37.81436652,144.9825347,Stenocarpus,14/07/2000,12,60,Park,2000
-37.81595864,144.9780745,Pittosporum,10/12/1998,14,20,Park,1998
-37.81233184,144.9788401,Platanus,14/10/1998,70,5,Park,1998
-37.81340347,144.9816905,Quercus,12/12/2006,4,80,Park,2006
-37.8123371,144.9795772,Sophora,1/01/2000,50,10,Park,2000
-37.81193643,144.9807066,Ulmus,14/10/1998,94,20,Park,1998
-37.81355931,144.9815869,Cedrus,16/10/1998,46,10,Park,1998
-37.81474585,144.9766068,Ficus,16/10/1998,248,30,Park,1998
-37.81161563,144.9798565,Ulmus,1/01/2000,16,80,Park,2000
-37.81395324,144.9787933,Syzygium,2/01/2000,37,20,Park,1900
-37.81627618,144.9786026,Ulmus,10/12/1998,90,20,Park,1998
-37.81060688,144.9781936,Corymbia,1/01/2000,43,60,Street,1900
-37.81505571,144.9746322,Ulmus,20/11/1997,16,10,Street,1997
-37.81600358,144.9782932,Pittosporum,10/12/1998,13,20,Park,1998
-37.8131873,144.978104,Araucaria,14/10/1998,110,60,Park,1998
-37.81071302,144.9795105,Phoenix,14/10/1998,74,60,Park,1998
-37.81072713,144.9825986,Syncarpia,2/01/2000,26,30,Park,1900
-37.8142189,144.980305,Ulmus,13/10/1998,110,5,Park,1998
-37.81596337,144.9762886,Ulmus,10/12/1998,74,5,Park,1998
-37.81129673,144.9785824,Ulmus,14/10/1998,109,5,Park,1998
-37.81403871,144.9755638,Ficus,16/10/1998,157,30,Park,1998
-37.81495746,144.979746,Livistona,2/01/2000,28,60,Park,1900
-37.8135983,144.9801763,Pittosporum,13/10/1998,55,20,Park,1998
-37.81282874,144.9828284,Jacaranda,14/07/2000,14,80,Park,2000
-37.81224145,144.9815672,Quercus,15/10/1998,51,30,Park,1998
-37.81405505,144.9780885,Ulmus,10/12/1998,149,10,Park,1998
-37.81602802,144.9784835,Pittosporum,10/12/1998,13,10,Park,1998
-37.8116656,144.9749016,Platanus,21/11/1997,62,10,Street,1997
-37.81381927,144.9748613,Aesculus,16/10/1998,34,10,Park,1998
-37.81077228,144.9806538,Lophostemon,14/10/1998,53,30,Park,1998
-37.81297966,144.9803562,Washingtonia,,48,60,Park,NA
-37.81389688,144.9807605,Ulmus,13/10/1998,102,10,Park,1998
-37.8142734,144.9783401,Brahea,13/10/1998,55,60,Park,1998
-37.8160676,144.9755366,Platanus,20/11/1997,47,5,Street,1997
-37.81209439,144.9783946,Cedrus,14/10/1998,75,30,Park,1998
-37.81444412,144.9795813,Acer,10/12/1998,43,30,Park,1998
-37.81335359,144.9757082,Washingtonia,1/01/2000,58,60,Park,1900
-37.81140948,144.9791553,Cupressus,14/10/1998,54,20,Park,1998
-37.81411047,144.9800048,Washingtonia,1/01/2000,22,80,Park,2000
-37.81403636,144.9826576,Araucaria,14/07/2000,27,80,Park,2000
-37.8134008,144.9827337,Araucaria,2/01/2000,31,80,Park,1900
-37.81365951,144.9805611,Lagunaria,2/01/2000,74,30,Park,1900
-37.81387814,144.9781351,Ulmus,10/12/1998,143,5,Park,1998
-37.81574859,144.9780123,Ulmus,10/12/1998,67,5,Street,1998
-37.81537882,144.9813729,Ulmus,,4,10,Park,NA
-37.81217483,144.9797948,Jacaranda,16/10/1998,32,60,Park,1998
-37.81340115,144.9803776,Pittosporum,14/10/1998,34,20,Park,1998
-37.81255409,144.9794139,Ulmus,14/10/1998,97,5,Park,1998
-37.81359701,144.9799802,Livistona,13/10/1998,27,60,Park,1998
-37.81600125,144.978441,Pittosporum,10/12/1998,12,30,Park,1998
-37.81479247,144.9815962,Agathis,20/01/2006,3,80,Park,2006
-37.81116871,144.9780965,Corymbia,30/12/1999,25,60,Street,1899
-37.81420144,144.9780327,Ulmus,10/12/1998,145,20,Park,1998
-37.81096998,144.9811149,Quercus,12/12/2006,8,80,Park,2006
-37.81634745,144.9793161,Pinus,10/09/1998,82,60,Park,1998
-37.81213605,144.9795828,Jacaranda,1/01/2000,45,30,Park,2000
-37.8135352,144.9747977,Phoenix,2/01/2000,80,60,Park,1900
-37.81581903,144.9752099,Ulmus,10/12/1998,28,30,Park,1998
-37.81259145,144.9801362,Betula,14/10/1998,21,20,Park,1998
-37.81552125,144.981596,Ulmus,,3,10,Park,NA
-37.81513114,144.9758169,Melaleuca,16/10/1998,99,30,Park,1998
-37.81068468,144.9785054,Ficus,14/10/1998,105,20,Park,1998
-37.81282613,144.9829232,Stenocarpus,16/10/1998,19,10,Park,1998
-37.81381213,144.9790617,Liriodendron,2/01/2000,18,30,Park,1900
-37.81167315,144.9815185,Araucaria,15/10/1998,116,60,Park,1998
-37.81079108,144.980468,Quercus,14/10/1998,83,60,Park,1998
-37.81438245,144.9763679,Ulmus,16/10/1998,123,20,Park,1998
-37.8144435,144.9762498,Ficus,16/10/1998,185,60,Park,1998
-37.8109558,144.9776627,Platanus,21/11/1997,52,10,Street,1997
-37.81369429,144.9810652,Cedrus,13/10/1998,70,20,Park,1998
-37.81498503,144.9754272,Quercus,16/10/1998,79,10,Park,1998
-37.81121266,144.9806732,Ulmus,14/10/1998,106,20,Park,1998
-37.81261079,144.9804706,Ulmus,14/10/1998,121,10,Park,1998
-37.81246768,144.9802706,Syzygium,2/01/2000,26,20,Park,1900
-37.8109953,144.9807309,Ulmus,14/10/1998,104,10,Park,1998
-37.81366336,144.9807592,Cedrus,13/10/1998,83,20,Park,1998
-37.81476195,144.982124,Quercus,13/10/1998,24,80,Park,1998
-37.81174576,144.9820748,Thuja,15/10/1998,37,60,Park,1998
-37.81153821,144.9799824,Ulmus,14/10/1998,27,80,Park,1998
-37.81172061,144.9821424,Jacaranda,15/10/1998,48,20,Park,1998
-37.8134262,144.9785288,Ilex,2/01/2000,30,20,Park,1900
-37.81166555,144.979793,Syzygium,2/01/2000,43,20,Park,1900
-37.8120606,144.9781534,Ulmus,14/10/1998,138,30,Park,1998
-37.81505008,144.9808531,Ulmus,,5,80,Park,NA
-37.81518995,144.9817103,Ulmus,13/10/1998,151,5,Park,1998
-37.81297845,144.9766426,Phoenix,2/01/2000,56,60,Park,1900
-37.81583256,144.9816616,Phoenix,13/10/1998,72,60,Park,1998
-37.81604048,144.9786161,Pittosporum,10/12/1998,14,20,Park,1998
-37.81471898,144.9809474,Agathis,,9,80,Park,NA
-37.81300504,144.9800019,Ulmus,14/10/1998,136,5,Park,1998
-37.81328734,144.9756497,Phoenix,1/01/2000,65,60,Park,1900
-37.81255617,144.9787896,Platanus,14/10/1998,87,5,Park,1998
-37.81598223,144.978283,Pittosporum,10/12/1998,10,20,Park,1998
-37.81601207,144.9783467,Pittosporum,10/12/1998,12,30,Park,1998
-37.81539794,144.9821099,Ulmus,13/10/1998,131,10,Park,1998
-37.81309979,144.9821221,Ulmus,16/10/1998,67,60,Park,1998
-37.81423204,144.9788229,Agathis,10/12/1998,90,60,Park,1998
-37.81294079,144.9778028,Corymbia,21/11/1997,25,60,Street,1997
-37.81286248,144.9812112,Ulmus,15/10/1998,106,10,Park,1998
-37.8158438,144.978834,Ulmus,10/12/1998,71,10,Street,1998
-37.81566777,144.9801348,Phoenix,13/10/1998,72,60,Park,1998
-37.81551611,144.9815225,Ficus,13/10/1998,187,60,Park,1998
-37.81210077,144.9794911,Chamaerops,1/01/2000,53,60,Park,2000
-37.81591083,144.9776624,Pittosporum,10/12/1998,15,20,Park,1998
-37.81280806,144.9805602,Ulmus,14/10/1998,112,20,Park,1998
-37.81217505,144.9772723,Phoenix,16/10/1998,73,60,Park,1998
-37.81614476,144.977646,Ulmus,10/12/1998,29,60,Park,1998
-37.81422205,144.9826973,Syzygium,2/01/2000,41,60,Park,1900
-37.81423627,144.9751095,Ulmus,16/10/1998,128,10,Park,1998
-37.81484893,144.9813624,Agathis,,6,80,Park,NA
-37.81187028,144.9783534,Taxodium,1/01/2000,15,80,Park,2000
-37.81203567,144.9789483,Ulmus,14/10/1998,116,10,Park,1998
-37.81149292,144.9821291,Ligustrum,15/10/1998,74,20,Park,1998
-37.81573998,144.9758121,Eucalyptus,10/12/1998,59,60,Park,1998
-37.81084819,144.9810812,Quercus,12/12/2006,2,5,Park,2006
-37.81591844,144.9777173,Pittosporum,10/12/1998,14,20,Park,1998
-37.81512866,144.9778965,Ulmus,10/12/1998,37,60,Park,1998
-37.81495764,144.9817005,Ulmus,13/10/1998,117,10,Park,1998
-37.81373929,144.9814295,Cedrus,13/10/1998,95,30,Park,1998
-37.81187926,144.9762744,Platanus,1/01/2000,13,60,Street,2000
-37.8119625,144.9804139,Araucaria,14/10/1998,77,60,Park,1998
-37.81354728,144.9801757,Syzygium,2/01/2000,116,30,Park,1900
-37.81185604,144.9794875,Livistona,2/01/2000,29,60,Park,1900
-37.81303386,144.9767205,Washingtonia,2/01/2000,42,60,Park,1900
-37.81430794,144.9773706,Ulmus,16/10/1998,136,20,Park,1998
-37.81498246,144.9756079,Quercus,16/10/1998,53,60,Park,1998
-37.8122296,144.9777091,Ulmus,16/10/1998,24,80,Park,1998
-37.81204287,144.9763451,Platanus,21/11/1997,33,10,Street,1997
-37.81150684,144.978233,Ulmus,14/10/1998,130,20,Park,1998
-37.81270956,144.9822003,Aesculus,16/10/1998,40,20,Park,1998
-37.81147731,144.9784869,Ulmus,14/10/1998,98,5,Park,1998
-37.81238077,144.9822344,Ulmus,16/10/1998,92,20,Park,1998
-37.81395628,144.979301,Washingtonia,13/10/1998,44,60,Park,1998
-37.81437656,144.9788004,Tristaniopsis,10/12/1998,41,30,Park,1998
-37.81355228,144.9764094,Fraxinus,1/01/2000,31,10,Park,1900
-37.81361553,144.9821694,Cedrus,16/10/1998,88,30,Park,1998
-37.81225356,144.9794723,Washingtonia,,37,60,Park,NA
-37.81154128,144.980161,Ulmus,19/03/2010,4,80,Park,2010
-37.81528872,144.9804281,Ficus,13/10/1998,134,60,Park,1998
-37.81062541,144.9831473,Phoenix,15/10/1998,64,60,Park,1998
-37.81599867,144.9782591,Pittosporum,10/12/1998,15,20,Park,1998
-37.81511626,144.977442,Corymbia,21/11/1997,19,60,Street,1997
-37.81077381,144.98252,Syncarpia,14/07/2000,17,30,Park,2000
-37.81431883,144.9775743,Corymbia,21/11/1997,14,80,Street,1997
-37.81146581,144.9816148,Cordyline,2/01/2000,30,10,Park,1900
-37.8162961,144.9787395,Ulmus,10/12/1998,91,10,Park,1998
-37.81104171,144.979171,Pinus,14/10/1998,87,60,Park,1998
-37.81375339,144.9817685,Cedrus,13/10/1998,82,30,Park,1998
-37.81200175,144.977959,Corymbia,21/11/1997,34,60,Street,1997
-37.81482083,144.9818679,Agathis,,7,80,Park,NA
-37.81509056,144.9810749,Ulmus,,7,80,Park,NA
-37.81140643,144.9798387,Quercus,14/10/1998,38,60,Park,1998
-37.81341511,144.9818014,Quercus,16/10/1998,93,20,Park,1998
-37.81367961,144.9799885,Ulmus,13/10/1998,115,30,Park,1998
-37.81601437,144.9783809,Pittosporum,10/12/1998,13,20,Park,1998
-37.81264805,144.9817923,Ulmus,16/10/1998,9,80,Park,1998
-37.8148447,144.9776863,Ulmus,10/12/1998,117,5,Park,1998
-37.81171224,144.9809604,Quercus,16/10/1998,110,60,Park,1998
-37.81175588,144.9779995,Corymbia,21/11/1997,45,60,Street,1997
-37.81559381,144.9804406,Agathis,13/07/2000,15,80,Park,2000
-37.81564494,144.9771357,Schinus,10/12/1998,81,60,Street,1998
-37.81105692,144.9808983,Ulmus,14/10/1998,116,20,Park,1998
-37.8157771,144.9782873,Ulmus,10/12/1998,70,5,Street,1998
-37.81586065,144.9819022,Phoenix,13/10/1998,74,60,Park,1998
-37.81494222,144.9822993,Agathis,20/01/2006,6,80,Park,2006
-37.81383413,144.9774458,Ulmus,16/10/1998,120,30,Park,1998
-37.81305257,144.980209,Fraxinus,14/10/1998,75,30,Park,1998
-37.81289289,144.9802359,Liriodendron,1/01/2000,25,60,Park,1900
-37.81499016,144.9807483,Ulmus,,6,80,Park,NA
-37.8155605,144.9796914,Araucaria,10/12/1998,66,60,Park,1998
-37.81598853,144.9781672,Pittosporum,10/12/1998,28,30,Park,1998
-37.81571416,144.9806799,Phoenix,13/10/1998,67,60,Park,1998
-37.81175261,144.9787014,Ulmus,14/10/1998,123,10,Park,1998
-37.81441974,144.9823586,Syzygium,2/01/2000,104,60,Park,1900
-37.81649261,144.9804072,Pinus,10/09/1998,83,60,Park,1998
-37.81177338,144.979985,Ulmus,2/01/2000,66,60,Park,1900
-37.81224254,144.9829824,Calodendrum,16/10/1998,76,30,Park,1998
-37.81311963,144.9770287,Cedrus,20/01/2006,7,80,Park,2006
-37.81411819,144.9815164,Quercus,13/10/1998,78,60,Park,1998
-37.81515293,144.9759995,Brachychiton,16/10/1998,67,60,Park,1998
-37.81330434,144.97698,Gleditsia,2/01/2000,39,20,Park,1900
-37.8140973,144.982101,Olea,2/01/2000,58,20,Park,1900
-37.81407636,144.9758667,Ficus,16/10/1998,182,30,Park,1998
-37.81573973,144.9756612,Corymbia,10/12/1998,45,60,Park,1998
-37.81474657,144.9787471,Liriodendron,10/12/1998,82,60,Park,1998
-37.81403736,144.9818271,Cupressus,2/01/2000,111,60,Park,1900
-37.81518156,144.9761972,Lophostemon,16/10/1998,89,20,Park,1998
-37.81573386,144.9812978,Araucaria,13/10/1998,63,60,Park,1998
-37.81370478,144.9781576,Ulmus,10/12/1998,155,10,Park,1998
-37.81182125,144.9797234,Ligustrum,1/01/2000,54,20,Park,2000
-37.81466335,144.9775169,Corymbia,1/01/2000,23,60,Street,1900
-37.81148671,144.9824609,Araucaria,15/10/1998,93,60,Park,1998
-37.81425166,144.9754278,Ulmus,16/10/1998,28,20,Park,1998
-37.81309547,144.9808818,Ulmus,15/10/1998,118,20,Park,1998
-37.81622188,144.9781957,Ulmus,10/12/1998,7,10,Park,1998
-37.81227009,144.9811192,Fraxinus,16/10/1998,57,30,Park,1998
-37.81507314,144.9764534,Quercus,16/10/1998,61,10,Park,1998
-37.81082749,144.9829914,Phoenix,15/10/1998,85,60,Park,1998
-37.81260744,144.9824935,Ulmus,16/10/1998,58,60,Park,1998
-37.81070757,144.9827828,Koelreuteria,2/01/2000,37,60,Park,1900
-37.81393135,144.9805846,Ulmus,13/10/1998,121,20,Park,1998
-37.81146242,144.981911,Ilex,15/10/1998,26,30,Park,1998
-37.81351945,144.9827578,Brachychiton,2/01/2000,32,80,Park,1900
-37.8116466,144.9799703,Araucaria,14/10/1998,86,60,Park,1998
-37.81553364,144.9794811,Ficus,10/12/1998,172,10,Park,1998
-37.81387138,144.977647,Corymbia,1/01/2000,22,60,Street,1900
-37.81153054,144.9826206,Magnolia,15/10/1998,70,20,Park,1998
-37.81114608,144.9793715,Liquidambar,14/10/1998,24,10,Park,1998
-37.81600463,144.9784699,Pittosporum,10/12/1998,14,20,Park,1998
-37.81574329,144.9759203,Eucalyptus,10/12/1998,50,60,Park,1998
-37.81645699,144.9785312,Platanus,20/11/1997,79,30,Street,1997
-37.8145975,144.9788934,Ulmus,10/12/1998,33,60,Park,1998
-37.81374996,144.9815793,Cedrus,13/10/1998,87,30,Park,1998
-37.81440436,144.9826235,Calodendrum,14/07/2000,12,10,Park,2000
-37.81386438,144.9827866,Magnolia,14/07/2000,19,60,Park,2000
-37.81446455,144.9818395,Lophostemon,13/10/1998,74,30,Park,1998
-37.81261748,144.9789277,Platanus,14/10/1998,77,10,Park,1998
-37.81158316,144.9814,Cordyline,15/10/1998,37,20,Park,1998
-37.81329305,144.977744,Corymbia,21/11/1997,28,60,Street,1997
-37.81453832,144.9818793,Phoenix,13/10/1998,73,60,Park,1998
-37.81583825,144.9787361,Schinus,10/12/1998,68,60,Street,1998
-37.81416022,144.9799474,Pittosporum,1/01/2000,29,20,Park,2000
-37.81381244,144.9801144,Fagus,1/01/2000,35,60,Park,2000
-37.81144716,144.9750329,Platanus,21/11/1997,60,5,Street,1997
-37.81116685,144.9823801,Grevillea,2/01/2000,49,10,Park,1900
-37.813277,144.9802532,Pittosporum,2/01/2000,43,30,Park,1900
-37.81383675,144.9805126,Ulmus,13/10/1998,106,10,Park,1998
-37.81279562,144.9793044,Platanus,14/10/1998,78,5,Park,1998
-37.81168094,144.9782114,Ulmus,14/10/1998,114,20,Park,1998
-37.81293303,144.9831248,Ulmus,25/11/1997,75,20,Street,1997
-37.81192714,144.9753532,Platanus,21/11/1997,45,20,Street,1997
-37.81325831,144.9827116,Agathis,2/01/2000,21,80,Park,1900
-37.81323561,144.9771493,Cedrus,20/01/2006,15,80,Park,2006
-37.81610193,144.9773613,Ulmus,10/12/1998,63,10,Park,1998
-37.8149215,144.980418,Araucaria,13/10/1998,91,60,Park,1998
-37.81469659,144.9758901,Populus,1/01/2000,19,80,Park,2000
-37.81559095,144.9795596,Phoenix,10/12/1998,86,60,Park,1998
-37.81429734,144.9826102,Phoenix,13/10/1998,73,60,Park,1998
-37.81265806,144.9790026,Platanus,14/10/1998,73,5,Park,1998
-37.81637853,144.9794834,Pinus,10/09/1998,73,60,Park,1998
-37.814897,144.9818486,Agathis,20/01/2006,12,80,Park,2006
-37.81622099,144.9767536,Platanus,20/11/1997,72,20,Street,1997
-37.81375604,144.9816816,Cedrus,13/10/1998,110,20,Park,1998
-37.81230371,144.9797007,Taxus,1/01/2000,30,20,Park,2000
-37.81157505,144.9749546,Platanus,21/11/1997,66,5,Street,1997
-37.81530248,144.9801741,Ulmus,13/10/1998,97,5,Park,1998
-37.81610441,144.9783926,Ulmus,10/12/1998,75,20,Park,1998
-37.81421453,144.9808281,Ulmus,13/10/1998,122,10,Park,1998
-37.81225917,144.9787754,Lophostemon,1/01/2000,64,60,Park,2000
-37.81362214,144.9745341,Washingtonia,16/10/1998,52,60,Park,1998
-37.81247464,144.9806238,Ulmus,14/10/1998,110,20,Park,1998
-37.81125766,144.9800127,Ficus,14/10/1998,191,60,Park,1998
-37.81276431,144.9792494,Platanus,14/10/1998,70,5,Park,1998
-37.81126738,144.9801226,Ficus,2/01/2000,162,20,Park,1900
-37.81249507,144.9831992,Ulmus,24/11/1997,74,20,Street,1997
-37.81489428,144.9774776,Corymbia,1/01/2000,30,60,Street,1900
-37.81536966,144.9827051,Ulmus,25/11/1997,71,20,Street,1997
-37.81562707,144.9769028,Ulmus,10/12/1998,68,1,Street,1998
-37.81550544,144.9810212,Cedrus,13/10/1998,93,30,Park,1998
-37.8124082,144.9795617,Washingtonia,16/10/1998,30,60,Park,1998
-37.81575711,144.9780835,Schinus,10/12/1998,74,60,Street,1998
-37.81335053,144.9821766,Quercus,16/10/1998,96,60,Park,1998
-37.81447542,144.9790576,Ulmus,10/12/1998,25,60,Park,1998
-37.8143745,144.9800877,Ulmus,13/10/1998,123,20,Park,1998
-37.81449716,144.9758643,Phoenix,1/01/2000,63,60,Park,1900
-37.81258419,144.9786419,Platanus,14/10/1998,73,10,Park,1998
-37.81241728,144.9827509,Jacaranda,18/10/1998,28,10,Park,1998
-37.8149619,144.978104,Ulmus,10/12/1998,49,60,Park,1998
-37.81505303,144.9767307,Ficus,16/10/1998,222,60,Park,1998
-37.81333332,144.9758188,Agonis,16/10/1998,125,10,Park,1998
-37.81348635,144.9801958,Syzygium,2/01/2000,20,60,Park,1900
-37.81401011,144.9819196,Quercus,5/06/2007,4,80,Park,2007
-37.81209629,144.9793404,Jacaranda,16/10/1998,43,30,Park,1998
-37.81529499,144.979974,Ulmus,10/12/1998,123,10,Park,1998
-37.81404313,144.9801876,Ulmus,13/10/1998,123,20,Park,1998
-37.81546991,144.9807725,Cedrus,13/10/1998,79,20,Park,1998
-37.8111533,144.9820365,Ulmus,15/10/1998,112,10,Park,1998
-37.81402647,144.9794209,Magnolia,13/10/1998,93,10,Park,1998
-37.81247521,144.979339,Ulmus,14/10/1998,15,80,Park,1998
-37.81163736,144.9806294,Ulmus,14/10/1998,124,20,Park,1998
-37.81466856,144.9785289,Ulmus,10/12/1998,156,20,Park,1998
-37.8135498,144.978301,Ficus,10/12/1998,245,20,Park,1998
-37.81109355,144.9782851,Ficus,14/10/1998,207,30,Park,1998
-37.8147595,144.9825069,Calodendrum,27/05/2010,8,60,Park,2010
-37.8130814,144.9817223,Quercus,16/10/1998,96,60,Park,1998
-37.81572408,144.9814108,Lophostemon,13/10/1998,90,30,Park,1998
-37.81539796,144.9817585,Cedrus,1/01/2000,58,20,Park,2000
-37.81652223,144.9807053,Pinus,10/09/1998,81,60,Park,1998
-37.81599627,144.9782295,Pittosporum,10/12/1998,14,30,Park,1998
-37.81084655,144.9809276,Ulmus,14/10/1998,111,10,Park,1998
-37.81620055,144.9780554,Ulmus,10/12/1998,87,30,Park,1998
-37.81131434,144.9815732,Pinus,15/10/1998,79,60,Park,1998
-37.81508681,144.9750786,Phoenix,2/01/2000,67,60,Park,1900
-37.81444444,144.9789018,Ulmus,10/12/1998,34,60,Park,1998
-37.811636,144.9780194,Corymbia,21/11/1997,39,60,Street,1997
-37.81285315,144.9794324,Platanus,14/10/1998,83,10,Park,1998
-37.81536822,144.978454,Lophostemon,10/12/1998,78,60,Park,1998
-37.81602033,144.9786076,Pittosporum,10/12/1998,10,10,Park,1998
-37.81282621,144.9785718,Ginkgo,14/10/1998,59,60,Park,1998
-37.81398231,144.9773952,Ulmus,16/10/1998,128,20,Park,1998
-37.81162273,144.9807647,Ulmus,14/10/1998,37,30,Park,1998
-37.81424393,144.9796367,Ginkgo,,1,80,Park,NA
-37.81533583,144.9806104,Ficus,13/10/1998,248,60,Park,1998
